	Domain	Phylum	Class	Order	Family	Genus	Species
OTU675374	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU67550	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU676408	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU677445	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU677632	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU678403	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU679506	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU679980	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU680014	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU680680	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU681993	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU681994	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU68217	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU682288	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU682459	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU68265	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU682816	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU682839	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU683439	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU68361	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU685477	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU68644	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU68698	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU687059	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU68808	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU688493	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU688913	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU688919	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU689240	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU689538	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU689692	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU69462	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU695288	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU69571	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU696311	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU698011	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU6	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU700264	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU700730	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU701105	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU701789	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU701912	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU70308	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU703138	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU703595	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU703664	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU703868	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU7086	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU70979	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU711948	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU712101	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU712987	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU713279	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU714203	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU714650	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU714730	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU715666	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU716268	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU71763	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU719311	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU720699	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU721521	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU723134	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU723323	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU72512	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU72517	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU72838	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU732815	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU733152	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU73367	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU73423	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU73437	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU735526	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU737483	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU739776	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU743160	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU74316	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU743226	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU743472	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU745396	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU746225	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU74630	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU746577	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU748078	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU748831	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU748942	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU749089	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU7490	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU749228	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU750048	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU750110	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU750111	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU750503	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU75057	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU752884	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU753632	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU75573	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU755761	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU755886	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU756493	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU758640	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU75957	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU760128	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU760831	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU76102	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU761368	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU762637	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU76267	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU762890	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU763015	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU763041	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU766209	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU767766	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU768004	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU768192	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU770133	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU770924	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU77191	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU77331	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU77533	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU775758	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU779698	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU78260	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU783385	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU78341	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU78622	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU78757	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU78803	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU78933	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU7909	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU79868	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU79915	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU799	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU80716	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU80852	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU809420	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU809981	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU811225	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU811547	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU812049	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU813360	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU814272	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU815171	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU816716	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU820374	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU823448	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU823784	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU823982	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU82624	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU826993	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU82709	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU829634	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU831571	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU83219	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU834522	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU835354	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU8355	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU836356	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU836528	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU837365	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU838855	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU840150	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU840458	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU8414	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU841676	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU842307	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU843237	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU843250	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU843781	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU84488	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU845242	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU84621	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU84636	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU84980	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU849936	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU850793	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU852382	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU854024	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU856504	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU857086	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU857612	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU85901	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU862955	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU864300	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU866499	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU867082	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU867377	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU867878	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU868083	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU868109	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU86816	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU868548	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU869176	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU869271	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU869295	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU870072	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU870435	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU870565	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU870584	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
